78,44
444,65
232,299
118,90
127,42
85,496
304,331
54,109
34,51
240,406
348,457
307,434
180,89
462,222
144,179
300,32
419,313
482,250
165,140
221,472
196,359
468,310
203,323
285,91
444,156
320,440
82,99
419,500
37,287
59,435
20,402
177,79
23,193
376,309
85,419
387,185
61,281
71,90
209,136
480,31
25,421
369,299
52,217
246,185
270,407
35,372
492,273
284,456
326,212
203,82
195,452
107,347
383,329
256,405
168,236
396,247
330,159
338,281
479,64
129,382
385,278
411,350
304,45
118,233
164,115
180,405
228,49
81,368
397,78
325,83
352,463
497,474
98,376
340,428
432,171
408,461
192,494
239,247
56,235
68,132
31,162
32,212
153,308
286,391
277,435
440,207
413,486
353,206
292,252
463,319
370,401
134,100
319,247
233,355
208,407
160,340
165,175
172,439
141,422
231,215
178,35
27,21
297,150
228,220
488,484
301,276
86,43
41,307
162,144
264,126
95,60
207,499
410,208
108,6
89,416
209,60
235,424
471,177
403,14
300,91
283,72
267,413
325,18
366,475
308,309
4,436
97,311
29,178
256,223
8,256
45,70
90,101
50,324
204,107
49,233
273,172
488,435
257,151
339,391
133,342
55,3
292,194
492,16
290,308
424,413
371,457
315,175
10,476
447,434
117,419
168,123
335,497
62,459
491,5
272,263
481,216
329,488
436,57
496,258
270,84
71,27
73,384
6,282
296,463
431,419
305,70
368,256
323,270
499,155
468,57
85,147
286,323
305,190
195,195
314,404
293,348
264,409
303,52
377,466
469,404
362,455
400,204
137,309
118,254
206,25
123,174
78,96
40,203
17,390
241,258
241,128
14,285
31,155
40,20
126,384
488,439
139,296
26,412
469,91
159,312
123,365
112,453
269,136
462,190
235,9
108,167
419,37
438,64
262,495
451,21
107,237
99,180
384,482
64,49
463,161
129,248
15,498
205,115
244,381
353,274
174,209
141,330
317,328
465,113
468,29
26,64
247,298
22,175
304,251
126,30
60,423
36,149
380,353
487,455
355,100
276,341
41,41
442,41
69,461
426,16
200,490
419,237
74,189
438,23
264,12
333,123
192,420
401,377
457,377
266,447
441,211
75,157
96,329
231,98
464,203
279,149
222,24
213,271
478,282
131,9
299,391
317,126
340,399
66,308
367,479
9,392
205,420
402,313
482,75
160,305
328,302
17,356
162,268
380,148
189,397
398,244
81,344
88,42
472,361
99,258
352,466
352,340
290,308
487,409
399,142
349,322
193,250
499,278
350,401
122,186
